league,train_season,test_season,edge_threshold,p_draw_min,p_draw_max,train_bets,train_hit_rate,train_roi_units,train_roi,test_bets,test_hit_rate,test_roi_units,test_roi,positive_both
Primeira Liga,2023-24,2025-26,0.05,0.27,0.36,53,0.169811,-2.92,-0.055094,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.27,1.0,53,0.169811,-2.92,-0.055094,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.0,0.27,58,0.155172,-9.31,-0.160517,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.0,0.3,202,0.232673,-2.22,-0.01099,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.0,0.33,247,0.242915,2.23,0.009028,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.0,0.36,250,0.24,-0.77,-0.00308,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.0,1.0,250,0.24,-0.77,-0.00308,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.24,0.3,190,0.247368,9.78,0.051474,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.24,0.33,235,0.255319,14.23,0.060553,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.24,0.36,238,0.252101,11.23,0.047185,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.24,1.0,238,0.252101,11.23,0.047185,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.27,0.3,144,0.263889,7.09,0.049236,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.27,0.33,189,0.269841,11.54,0.061058,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.27,0.36,192,0.265625,8.54,0.044479,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.0,0.27,1.0,192,0.265625,8.54,0.044479,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.0,0.27,50,0.18,-1.31,-0.0262,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.0,0.3,177,0.237288,5.24,0.029605,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.0,0.33,222,0.247748,9.69,0.043649,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.0,0.36,225,0.244444,6.69,0.029733,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.0,1.0,225,0.244444,6.69,0.029733,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.24,0.3,166,0.253012,16.24,0.097831,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.24,0.33,211,0.260664,20.69,0.098057,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.24,0.36,214,0.257009,17.69,0.082664,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.24,1.0,214,0.257009,17.69,0.082664,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.27,0.3,127,0.259843,6.55,0.051575,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.27,0.33,172,0.267442,11.0,0.063953,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.27,0.36,175,0.262857,8.0,0.045714,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.01,0.27,1.0,175,0.262857,8.0,0.045714,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.0,0.3,150,0.226667,2.73,0.0182,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.0,0.33,191,0.240838,7.86,0.041152,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.0,0.36,194,0.237113,4.86,0.025052,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.0,1.0,194,0.237113,4.86,0.025052,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.24,0.3,140,0.242857,12.73,0.090929,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.24,0.33,181,0.254144,17.86,0.098674,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.24,0.36,184,0.25,14.86,0.080761,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.24,1.0,184,0.25,14.86,0.080761,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.27,0.3,107,0.242991,1.06,0.009907,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.27,0.33,148,0.256757,6.19,0.041824,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.27,0.36,151,0.251656,3.19,0.021126,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.02,0.27,1.0,151,0.251656,3.19,0.021126,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.0,0.3,126,0.222222,4.22,0.033492,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.0,0.33,160,0.2375,9.42,0.058875,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.0,0.36,163,0.233129,6.42,0.039387,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.0,1.0,163,0.233129,6.42,0.039387,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.24,0.3,118,0.237288,12.22,0.103559,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.24,0.33,152,0.25,17.42,0.114605,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.24,0.36,155,0.245161,14.42,0.093032,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.24,1.0,155,0.245161,14.42,0.093032,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.27,0.3,90,0.244444,3.6,0.04,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.27,0.33,124,0.258065,8.8,0.070968,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.27,0.36,127,0.251969,5.8,0.045669,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.03,0.27,1.0,127,0.251969,5.8,0.045669,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.0,0.3,96,0.21875,7.54,0.078542,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.0,0.33,127,0.23622,12.16,0.095748,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.0,0.36,128,0.234375,11.16,0.087188,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.0,1.0,128,0.234375,11.16,0.087188,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.24,0.3,88,0.238636,15.54,0.176591,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.24,0.33,119,0.252101,20.16,0.169412,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.24,0.36,120,0.25,19.16,0.159667,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.24,1.0,120,0.25,19.16,0.159667,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.27,0.3,67,0.223881,-0.08,-0.001194,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.27,0.33,98,0.244898,4.54,0.046327,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.27,0.36,99,0.242424,3.54,0.035758,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.04,0.27,1.0,99,0.242424,3.54,0.035758,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.0,0.3,76,0.236842,15.09,0.198553,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.0,0.33,99,0.242424,16.76,0.169293,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.0,0.36,100,0.24,15.76,0.1576,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.0,1.0,100,0.24,15.76,0.1576,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.24,0.3,68,0.264706,23.09,0.339559,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.24,0.33,91,0.263736,24.76,0.272088,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.24,0.36,92,0.26087,23.76,0.258261,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.24,1.0,92,0.26087,23.76,0.258261,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.27,0.3,52,0.25,6.86,0.131923,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.27,0.33,75,0.253333,8.53,0.113733,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.27,0.36,76,0.25,7.53,0.099079,0,0.0,0.0,0.0,0
Pro League,2023-24,2025-26,0.05,0.27,1.0,76,0.25,7.53,0.099079,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.0,0.3,103,0.184466,-9.26,-0.089903,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.0,0.33,155,0.206452,-12.8,-0.082581,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.0,0.36,167,0.221557,-7.39,-0.044251,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.0,1.0,169,0.218935,-9.39,-0.055562,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.24,0.3,92,0.173913,-17.17,-0.18663,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.24,0.33,144,0.201389,-20.71,-0.143819,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.24,0.36,156,0.217949,-15.3,-0.098077,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.24,1.0,158,0.21519,-17.3,-0.109494,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.27,0.3,64,0.171875,-22.91,-0.357969,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.27,0.33,116,0.206897,-26.45,-0.228017,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.27,0.36,128,0.226562,-21.04,-0.164375,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.27,1.0,130,0.223077,-23.04,-0.177231,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.3,0.33,52,0.25,-3.54,-0.068077,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.3,0.36,64,0.28125,1.87,0.029219,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.0,0.3,1.0,66,0.272727,-0.13,-0.00197,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.0,0.3,88,0.147727,-16.43,-0.186705,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.0,0.33,134,0.186567,-17.24,-0.128657,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.0,0.36,146,0.205479,-11.83,-0.081027,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.0,1.0,148,0.202703,-13.83,-0.093446,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.24,0.3,78,0.141026,-20.6,-0.264103,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.24,0.33,124,0.185484,-21.41,-0.172661,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.24,0.36,136,0.205882,-16.0,-0.117647,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.24,1.0,138,0.202899,-18.0,-0.130435,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.27,0.3,51,0.117647,-27.34,-0.536078,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.27,0.33,97,0.185567,-28.15,-0.290206,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.27,0.36,109,0.211009,-22.74,-0.208624,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.27,1.0,111,0.207207,-24.74,-0.222883,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.3,0.36,58,0.293103,4.6,0.07931,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.01,0.3,1.0,60,0.283333,2.6,0.043333,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.0,0.3,73,0.123288,-16.07,-0.220137,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.0,0.33,112,0.151786,-22.97,-0.205089,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.0,0.36,124,0.177419,-17.56,-0.141613,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.0,1.0,126,0.174603,-19.56,-0.155238,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.24,0.3,63,0.111111,-20.24,-0.32127,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.24,0.33,102,0.147059,-27.14,-0.266078,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.24,0.36,114,0.175439,-21.73,-0.190614,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.24,1.0,116,0.172414,-23.73,-0.204569,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.27,0.33,79,0.139241,-33.81,-0.427975,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.27,0.36,91,0.175824,-28.4,-0.312088,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.27,1.0,93,0.172043,-30.4,-0.326882,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.3,0.36,51,0.254902,-1.49,-0.029216,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.02,0.3,1.0,53,0.245283,-3.49,-0.065849,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.0,0.3,66,0.090909,-21.91,-0.33197,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.0,0.33,98,0.122449,-28.46,-0.290408,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.0,0.36,109,0.155963,-22.05,-0.202294,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.0,1.0,111,0.153153,-24.05,-0.216667,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.24,0.3,58,0.086207,-23.38,-0.403103,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.24,0.33,90,0.122222,-29.93,-0.332556,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.24,0.36,101,0.158416,-23.52,-0.232871,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.24,1.0,103,0.15534,-25.52,-0.247767,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.27,0.33,70,0.114286,-35.22,-0.503143,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.27,0.36,81,0.160494,-28.81,-0.355679,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.03,0.27,1.0,83,0.156627,-30.81,-0.371205,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.0,0.3,64,0.09375,-19.91,-0.311094,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.0,0.33,89,0.123596,-23.06,-0.259101,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.0,0.36,99,0.151515,-18.72,-0.189091,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.0,1.0,101,0.148515,-20.72,-0.205149,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.24,0.3,56,0.089286,-21.38,-0.381786,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.24,0.33,81,0.123457,-24.53,-0.30284,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.24,0.36,91,0.153846,-20.19,-0.221868,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.24,1.0,93,0.150538,-22.19,-0.238602,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.27,0.33,62,0.112903,-30.82,-0.497097,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.27,0.36,72,0.152778,-26.48,-0.367778,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.04,0.27,1.0,74,0.148649,-28.48,-0.384865,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.0,0.3,60,0.083333,-20.16,-0.336,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.0,0.33,79,0.101266,-24.58,-0.311139,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.0,0.36,87,0.126437,-21.47,-0.246782,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.0,1.0,89,0.123596,-23.47,-0.263708,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.24,0.3,52,0.076923,-21.63,-0.415962,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.24,0.33,71,0.098592,-26.05,-0.366901,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.24,0.36,79,0.126582,-22.94,-0.29038,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.24,1.0,81,0.123457,-24.94,-0.307901,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.27,0.33,55,0.090909,-31.09,-0.565273,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.27,0.36,63,0.126984,-27.98,-0.444127,0,0.0,0.0,0.0,0
Scottish Premiership,2023-24,2025-26,0.05,0.27,1.0,65,0.123077,-29.98,-0.461231,0,0.0,0.0,0.0,0
Serie A,2023-24,2025-26,0.0,0.0,0.3,145,0.262069,21.41,0.147655,87,0.252874,9.5,0.109195,1
Serie A,2023-24,2025-26,0.0,0.0,0.33,248,0.294355,48.06,0.19379,187,0.240642,-9.27,-0.049572,0
Serie A,2023-24,2025-26,0.0,0.0,0.36,274,0.288321,42.53,0.155219,216,0.24537,-12.85,-0.059491,0
Serie A,2023-24,2025-26,0.0,0.0,1.0,274,0.288321,42.53,0.155219,219,0.246575,-12.65,-0.057763,0
Serie A,2023-24,2025-26,0.0,0.24,0.3,139,0.273381,27.41,0.197194,86,0.255814,10.5,0.122093,1
Serie A,2023-24,2025-26,0.0,0.24,0.33,242,0.301653,54.06,0.223388,186,0.241935,-8.27,-0.044462,0
Serie A,2023-24,2025-26,0.0,0.24,0.36,268,0.294776,48.53,0.181082,215,0.246512,-11.85,-0.055116,0
Serie A,2023-24,2025-26,0.0,0.24,1.0,268,0.294776,48.53,0.181082,218,0.247706,-11.65,-0.05344,0
Serie A,2023-24,2025-26,0.0,0.27,0.3,111,0.288288,21.81,0.196486,68,0.294118,19.27,0.283382,1
Serie A,2023-24,2025-26,0.0,0.27,0.33,214,0.313084,48.46,0.226449,168,0.255952,0.5,0.002976,1
Serie A,2023-24,2025-26,0.0,0.27,0.36,240,0.304167,42.93,0.178875,197,0.258883,-3.08,-0.015635,0
Serie A,2023-24,2025-26,0.0,0.27,1.0,240,0.304167,42.93,0.178875,200,0.26,-2.88,-0.0144,0
Serie A,2023-24,2025-26,0.0,0.3,0.33,103,0.339806,26.65,0.258738,100,0.23,-18.77,-0.1877,0
Serie A,2023-24,2025-26,0.0,0.3,0.36,129,0.317829,21.12,0.163721,129,0.24031,-22.35,-0.173256,0
Serie A,2023-24,2025-26,0.0,0.3,1.0,129,0.317829,21.12,0.163721,132,0.242424,-22.15,-0.167803,0
Serie A,2023-24,2025-26,0.01,0.0,0.3,125,0.264,23.65,0.1892,78,0.24359,8.33,0.106795,1
Serie A,2023-24,2025-26,0.01,0.0,0.33,216,0.300926,52.92,0.245,163,0.233129,-8.37,-0.05135,0
Serie A,2023-24,2025-26,0.01,0.0,0.36,241,0.290456,45.46,0.188631,188,0.228723,-16.79,-0.089309,0
Serie A,2023-24,2025-26,0.01,0.0,1.0,241,0.290456,45.46,0.188631,191,0.230366,-16.59,-0.086859,0
Serie A,2023-24,2025-26,0.01,0.24,0.3,120,0.275,28.65,0.23875,77,0.246753,9.33,0.121169,1
Serie A,2023-24,2025-26,0.01,0.24,0.33,211,0.308057,57.92,0.274502,162,0.234568,-7.37,-0.045494,0
Serie A,2023-24,2025-26,0.01,0.24,0.36,236,0.29661,50.46,0.213814,187,0.229947,-15.79,-0.084439,0
Serie A,2023-24,2025-26,0.01,0.24,1.0,236,0.29661,50.46,0.213814,190,0.231579,-15.59,-0.082053,0
Serie A,2023-24,2025-26,0.01,0.27,0.3,95,0.294737,24.09,0.253579,60,0.283333,17.1,0.285,1
Serie A,2023-24,2025-26,0.01,0.27,0.33,186,0.322581,53.36,0.286882,145,0.248276,0.4,0.002759,1
Serie A,2023-24,2025-26,0.01,0.27,0.36,211,0.308057,45.9,0.217536,170,0.241176,-8.02,-0.047176,0
Serie A,2023-24,2025-26,0.01,0.27,1.0,211,0.308057,45.9,0.217536,173,0.242775,-7.82,-0.045202,0
Serie A,2023-24,2025-26,0.01,0.3,0.33,91,0.351648,29.27,0.321648,85,0.223529,-16.7,-0.196471,0
Serie A,2023-24,2025-26,0.01,0.3,0.36,116,0.318966,21.81,0.188017,110,0.218182,-25.12,-0.228364,0
Serie A,2023-24,2025-26,0.01,0.3,1.0,116,0.318966,21.81,0.188017,113,0.221239,-24.92,-0.220531,0
Serie A,2023-24,2025-26,0.02,0.0,0.3,111,0.243243,16.15,0.145495,70,0.271429,16.33,0.233286,1
Serie A,2023-24,2025-26,0.02,0.0,0.33,190,0.284211,41.21,0.216895,133,0.233083,-1.27,-0.009549,0
Serie A,2023-24,2025-26,0.02,0.0,0.36,212,0.278302,36.75,0.173349,154,0.227273,-8.66,-0.056234,0
Serie A,2023-24,2025-26,0.02,0.0,1.0,212,0.278302,36.75,0.173349,157,0.229299,-8.46,-0.053885,0
Serie A,2023-24,2025-26,0.02,0.24,0.3,106,0.254717,21.15,0.199528,69,0.275362,17.33,0.251159,1
Serie A,2023-24,2025-26,0.02,0.24,0.33,185,0.291892,46.21,0.249784,132,0.234848,-0.27,-0.002045,0
Serie A,2023-24,2025-26,0.02,0.24,0.36,207,0.285024,41.75,0.201691,153,0.228758,-7.66,-0.050065,0
Serie A,2023-24,2025-26,0.02,0.24,1.0,207,0.285024,41.75,0.201691,156,0.230769,-7.46,-0.047821,0
Serie A,2023-24,2025-26,0.02,0.27,0.3,83,0.26506,14.59,0.175783,53,0.320755,24.1,0.454717,1
Serie A,2023-24,2025-26,0.02,0.27,0.33,162,0.302469,39.65,0.244753,116,0.25,6.5,0.056034,1
Serie A,2023-24,2025-26,0.02,0.27,0.36,184,0.293478,35.19,0.19125,137,0.240876,-0.89,-0.006496,0
Serie A,2023-24,2025-26,0.02,0.27,1.0,184,0.293478,35.19,0.19125,140,0.242857,-0.69,-0.004929,0
Serie A,2023-24,2025-26,0.02,0.3,0.33,79,0.341772,25.06,0.317215,63,0.190476,-17.6,-0.279365,0
Serie A,2023-24,2025-26,0.02,0.3,0.36,101,0.316832,20.6,0.20396,84,0.190476,-24.99,-0.2975,0
Serie A,2023-24,2025-26,0.02,0.3,1.0,101,0.316832,20.6,0.20396,87,0.195402,-24.79,-0.284943,0
Serie A,2023-24,2025-26,0.03,0.0,0.3,88,0.215909,8.88,0.100909,60,0.283333,18.96,0.316,1
Serie A,2023-24,2025-26,0.03,0.0,0.33,151,0.264901,30.23,0.200199,116,0.224138,-1.66,-0.01431,0
Serie A,2023-24,2025-26,0.03,0.0,0.36,171,0.25731,24.64,0.144094,133,0.218045,-8.07,-0.060677,0
Serie A,2023-24,2025-26,0.03,0.0,1.0,171,0.25731,24.64,0.144094,136,0.220588,-7.87,-0.057868,0
Serie A,2023-24,2025-26,0.03,0.24,0.3,84,0.22619,12.88,0.153333,59,0.288136,19.96,0.338305,1
Serie A,2023-24,2025-26,0.03,0.24,0.33,147,0.272109,34.23,0.232857,115,0.226087,-0.66,-0.005739,0
Serie A,2023-24,2025-26,0.03,0.24,0.36,167,0.263473,28.64,0.171497,132,0.219697,-7.07,-0.053561,0
Serie A,2023-24,2025-26,0.03,0.24,1.0,167,0.263473,28.64,0.171497,135,0.222222,-6.87,-0.050889,0
Serie A,2023-24,2025-26,0.03,0.27,0.3,63,0.238095,8.29,0.131587,44,0.340909,25.73,0.584773,1
Serie A,2023-24,2025-26,0.03,0.27,0.33,126,0.285714,29.64,0.235238,100,0.24,5.11,0.0511,1
Serie A,2023-24,2025-26,0.03,0.27,0.36,146,0.273973,24.05,0.164726,117,0.230769,-1.3,-0.011111,0
Serie A,2023-24,2025-26,0.03,0.27,1.0,146,0.273973,24.05,0.164726,120,0.233333,-1.1,-0.009167,0
Serie A,2023-24,2025-26,0.03,0.3,0.33,63,0.333333,21.35,0.338889,56,0.160714,-20.62,-0.368214,0
Serie A,2023-24,2025-26,0.03,0.3,0.36,83,0.301205,15.76,0.18988,73,0.164384,-27.03,-0.370274,0
Serie A,2023-24,2025-26,0.03,0.3,1.0,83,0.301205,15.76,0.18988,76,0.171053,-26.83,-0.353026,0
Serie A,2023-24,2025-26,0.04,0.0,0.3,77,0.220779,12.36,0.160519,49,0.22449,5.03,0.102653,1
Serie A,2023-24,2025-26,0.04,0.0,0.33,129,0.248062,23.79,0.184419,98,0.193878,-12.25,-0.125,0
Serie A,2023-24,2025-26,0.04,0.0,0.36,144,0.243056,20.03,0.139097,112,0.196429,-15.66,-0.139821,0
Serie A,2023-24,2025-26,0.04,0.0,1.0,144,0.243056,20.03,0.139097,115,0.2,-15.46,-0.134435,0
Serie A,2023-24,2025-26,0.04,0.24,0.3,74,0.22973,15.36,0.207568,48,0.229167,6.03,0.125625,1
Serie A,2023-24,2025-26,0.04,0.24,0.33,126,0.253968,26.79,0.212619,97,0.195876,-11.25,-0.115979,0
Serie A,2023-24,2025-26,0.04,0.24,0.36,141,0.248227,23.03,0.163333,111,0.198198,-14.66,-0.132072,0
Serie A,2023-24,2025-26,0.04,0.24,1.0,141,0.248227,23.03,0.163333,114,0.201754,-14.46,-0.126842,0
Serie A,2023-24,2025-26,0.04,0.27,0.3,54,0.240741,9.77,0.180926,37,0.297297,17.03,0.46027,1
Serie A,2023-24,2025-26,0.04,0.27,0.33,106,0.264151,21.2,0.2,86,0.22093,-0.25,-0.002907,0
Serie A,2023-24,2025-26,0.04,0.27,0.36,121,0.256198,17.44,0.144132,100,0.22,-3.66,-0.0366,0
Serie A,2023-24,2025-26,0.04,0.27,1.0,121,0.256198,17.44,0.144132,103,0.223301,-3.46,-0.033592,0
Serie A,2023-24,2025-26,0.04,0.3,0.33,52,0.288462,11.43,0.219808,49,0.163265,-17.28,-0.352653,0
